trade_number,entry_type,exit_type,entry_datetime,exit_datetime,direction,entry_price,exit_price,size_qty,actual_quantity,size_value,lot_notional_usd,gross_pnl,net_pnl,net_pnl_inr,net_pnl_pct,favorable_excursion,favorable_excursion_pct,adverse_excursion,adverse_excursion_pct,cumulative_pnl,cumulative_pnl_inr,cumulative_pnl_pct,margin_required,taker_fees_usd,slippage_usd,funding_usd,insurance_usd,tax_usd,total_charges_usd,stop_loss
1,FIRST_ENTRY,SL_HIT,2025-06-18 18:00:00,2025-06-18 21:00:00,short,103575.0,105106.5,100,0.1,10357.5,100.0,-153.15,-158.25,-13293.32,-0.16,0.0,0.0,1531.5,1.48,-158.25,-13293.32,-0.16,1035.75,0.1,5,0.0,0,0.0,5.1,104959.2
2,RE_ENTRY,SL_HIT,2025-06-19 15:00:00,2025-06-20 07:00:00,short,104066.0,105777.5,100,0.1,10406.6,100.0,-171.15,-176.27,-14806.68,-0.18,0.0,0.0,1711.5,1.64,-334.52,-28100.0,-0.33,1040.66,0.1,5,0.02,0,0.0,5.12,105222.1
3,RE_ENTRY,DOUBLE_TOP,2025-06-20 22:00:00,2025-06-23 06:00:00,short,103067.0,101895.0,100,0.1,10306.7,100.0,117.2,112.03,9410.52,0.11,1172.0,1.14,0.0,0.0,-222.49,-18689.48,-0.22,1030.67,0.1,5,0.07,0,0.0,5.17,106098.91
4,RE_ENTRY,SL_HIT,2025-06-23 16:00:00,2025-06-23 17:00:00,short,100652.5,102672.0,100,0.1,10065.25,100.0,-201.95,-207.05,-17392.31,-0.21,0.0,0.0,2019.5,2.01,-429.55,-36081.78,-0.43,1006.52,0.1,5,0.0,0,0.0,5.1,102467.97
5,RE_ENTRY,SL_HIT,2025-07-21 19:00:00,2025-07-22 11:00:00,short,116736.0,119212.0,100,0.1,11673.6,100.0,-247.6,-252.72,-21228.48,-0.25,0.0,0.0,2476.0,2.12,-682.27,-57310.26,-0.68,1167.36,0.1,5,0.02,0,0.0,5.12,118996.23
6,RE_ENTRY,DOUBLE_TOP,2025-07-23 13:00:00,2025-07-24 00:00:00,short,117349.0,119035.0,100,0.1,11734.9,100.0,-168.6,-173.71,-14591.96,-0.17,0.0,0.0,1686.0,1.44,-855.98,-71902.22,-0.86,1173.49,0.1,5,0.01,0,0.0,5.11,120185.01
7,RE_ENTRY,DOUBLE_TOP,2025-07-29 15:00:00,2025-07-30 14:00:00,short,117358.0,118690.5,100,0.1,11735.8,100.0,-133.25,-138.38,-11623.82,-0.14,0.0,0.0,1332.5,1.14,-994.36,-83526.03,-0.99,1173.58,0.1,5,0.03,0,0.0,5.13,118928.12
8,RE_ENTRY,SL_HIT,2025-08-05 07:00:00,2025-08-06 15:00:00,short,113935.5,115500.0,100,0.1,11393.55,100.0,-156.45,-161.59,-13573.56,-0.16,0.0,0.0,1564.5,1.37,-1155.95,-97099.59,-1.16,1139.36,0.1,5,0.04,0,0.0,5.14,115468.44
9,FIRST_ENTRY,SL_HIT,2025-08-21 19:00:00,2025-08-22 14:00:00,short,112170.0,115700.0,100,0.1,11217.0,100.0,-353.0,-358.12,-30082.39,-0.36,0.0,0.0,3530.0,3.15,-1514.07,-127181.99,-1.51,1121.7,0.1,5,0.02,0,0.0,5.12,114705.8
10,RE_ENTRY,DOUBLE_TOP,2025-08-24 19:00:00,2025-08-26 22:00:00,short,112575.0,111862.0,100,0.1,11257.5,100.0,71.3,66.14,5555.45,0.07,713.0,0.63,0.0,0.0,-1447.93,-121626.54,-1.45,1125.75,0.1,5,0.06,0,0.0,5.16,115562.58
11,RE_ENTRY,DOUBLE_TOP,2025-08-29 08:00:00,2025-08-31 00:00:00,short,109590.0,109351.0,100,0.1,10959.0,100.0,23.9,18.75,1575.0,0.02,239.0,0.22,0.0,0.0,-1429.18,-120051.54,-1.43,1095.9,0.1,5,0.05,0,0.0,5.15,112687.78
12,RE_ENTRY,SL_HIT,2025-09-01 04:00:00,2025-09-01 07:00:00,short,107380.5,109401.5,100,0.1,10738.05,100.0,-202.1,-207.2,-17405.12,-0.21,0.0,0.0,2021.0,1.88,-1636.39,-137456.65,-1.64,1073.81,0.1,5,0.0,0,0.0,5.1,109264.15
13,RE_ENTRY,SL_HIT,2025-09-01 21:00:00,2025-09-01 23:00:00,short,107756.0,109421.5,100,0.1,10775.6,100.0,-166.55,-171.65,-14418.81,-0.17,0.0,0.0,1665.5,1.55,-1808.04,-151875.46,-1.81,1077.56,0.1,5,0.0,0,0.0,5.1,109222.09
14,RE_ENTRY,DOUBLE_TOP,2025-10-11 01:00:00,2025-10-12 09:00:00,short,111072.0,111784.0,100,0.1,11107.2,100.0,-71.2,-76.34,-6412.56,-0.08,0.0,0.0,712.0,0.64,-1884.38,-158288.02,-1.88,1110.72,0.1,5,0.04,0,0.0,5.14,121764.87
15,RE_ENTRY,SL_HIT,2025-10-13 11:00:00,2025-10-13 13:00:00,short,114139.0,115500.0,100,0.1,11413.9,100.0,-136.1,-141.2,-11861.01,-0.14,0.0,0.0,1361.0,1.19,-2025.58,-170149.04,-2.03,1141.39,0.1,5,0.0,0,0.0,5.1,115353.27
16,RE_ENTRY,SL_HIT,2025-10-16 07:00:00,2025-10-16 12:00:00,short,110529.0,111971.5,100,0.1,11052.9,100.0,-144.25,-149.36,-12545.92,-0.15,0.0,0.0,1442.5,1.31,-2174.94,-182694.96,-2.17,1105.29,0.1,5,0.01,0,0.0,5.11,111781.92
17,RE_ENTRY,SL_HIT,2025-10-19 08:00:00,2025-10-19 09:00:00,short,106411.5,108220.0,100,0.1,10641.15,100.0,-180.85,-185.95,-15619.91,-0.19,0.0,0.0,1808.5,1.7,-2360.89,-198314.86,-2.36,1064.12,0.1,5,0.0,0,0.0,5.1,107288.69
18,RE_ENTRY,SL_HIT,2025-10-31 16:00:00,2025-11-02 07:00:00,short,108824.0,110999.5,100,0.1,10882.4,100.0,-217.55,-222.7,-18706.69,-0.22,0.0,0.0,2175.5,2.0,-2583.59,-217021.56,-2.58,1088.24,0.1,5,0.05,0,0.0,5.15,110927.14
19,FIRST_ENTRY,DOUBLE_TOP,2025-11-06 12:00:00,2025-11-07 05:00:00,short,102517.0,102409.5,100,0.1,10251.7,100.0,10.75,5.63,472.81,0.01,107.5,0.1,0.0,0.0,-2577.96,-216548.74,-2.58,1025.17,0.1,5,0.02,0,0.0,5.12,104154.0
20,RE_ENTRY,SL_HIT,2025-11-07 12:00:00,2025-11-07 17:00:00,short,99618.0,102698.5,100,0.1,9961.8,100.0,-308.05,-313.16,-26305.12,-0.31,0.0,0.0,3080.5,3.09,-2891.12,-242853.87,-2.89,996.18,0.1,5,0.01,0,0.0,5.11,102563.11
21,RE_ENTRY,SL_HIT,2025-11-09 02:00:00,2025-11-09 13:00:00,short,101599.5,102977.5,100,0.1,10159.95,100.0,-137.8,-142.91,-12004.76,-0.14,0.0,0.0,1378.0,1.36,-3034.03,-254858.62,-3.03,1016.0,0.1,5,0.01,0,0.0,5.11,102489.5
22,RE_ENTRY,DOUBLE_TOP,2025-11-13 20:00:00,2025-11-15 02:00:00,short,98136.0,96462.5,100,0.1,9813.6,100.0,167.35,162.21,13625.85,0.16,1673.5,1.71,0.0,0.0,-2871.82,-241232.77,-2.87,981.36,0.1,5,0.04,0,0.0,5.14,102987.25
23,RE_ENTRY,SL_HIT,2025-11-15 20:00:00,2025-11-16 09:00:00,short,95259.5,96611.0,100,0.1,9525.95,100.0,-135.15,-140.27,-11782.37,-0.14,0.0,0.0,1351.5,1.42,-3012.09,-253015.14,-3.01,952.6,0.1,5,0.02,0,0.0,5.12,96480.5
24,RE_ENTRY,SL_HIT,2025-11-17 13:00:00,2025-11-17 14:00:00,short,93923.5,96018.0,100,0.1,9392.35,100.0,-209.45,-214.55,-18022.31,-0.21,0.0,0.0,2094.5,2.23,-3226.64,-271037.45,-3.23,939.24,0.1,5,0.0,0,0.0,5.1,95623.22
25,RE_ENTRY,DOUBLE_TOP,2025-11-19 05:00:00,2025-11-20 04:00:00,short,90424.5,92946.5,100,0.1,9042.45,100.0,-252.2,-257.33,-21615.62,-0.26,0.0,0.0,2522.0,2.79,-3483.97,-292653.06,-3.48,904.25,0.1,5,0.03,0,0.0,5.13,93272.2
26,RE_ENTRY,DOUBLE_TOP,2025-11-21 02:00:00,2025-11-21 14:00:00,short,85408.5,84808.5,100,0.1,8540.85,100.0,60.0,54.88,4610.34,0.05,600.0,0.7,0.0,0.0,-3429.08,-288042.72,-3.43,854.09,0.1,5,0.01,0,0.0,5.11,87388.89
27,RE_ENTRY,SL_HIT,2025-11-22 04:00:00,2025-11-23 00:00:00,short,84214.5,85296.0,100,0.1,8421.45,100.0,-108.15,-113.28,-9515.1,-0.11,0.0,0.0,1081.5,1.28,-3542.36,-297557.82,-3.54,842.15,0.1,5,0.03,0,0.0,5.12,85277.73
28,FIRST_ENTRY,SL_HIT,2025-12-07 14:00:00,2025-12-07 16:00:00,short,88199.5,89877.5,100,0.1,8819.95,100.0,-167.8,-172.9,-14523.81,-0.17,0.0,0.0,1678.0,1.9,-3715.26,-312081.63,-3.72,882.0,0.1,5,0.0,0,0.0,5.1,89819.53
29,RE_ENTRY,SL_HIT,2025-12-17 08:00:00,2025-12-17 14:00:00,short,86374.5,89664.0,100,0.1,8637.45,100.0,-328.95,-334.06,-28060.83,-0.33,0.0,0.0,3289.5,3.81,-4049.32,-340142.46,-4.05,863.75,0.1,5,0.01,0,0.0,5.11,87881.12
30,RE_ENTRY,SL_HIT,2025-12-26 00:00:00,2025-12-26 02:00:00,short,87022.5,89466.0,100,0.1,8702.25,100.0,-244.35,-249.45,-20954.01,-0.25,0.0,0.0,2443.5,2.81,-4298.77,-361096.47,-4.3,870.23,0.1,5,0.0,0,0.0,5.1,88480.52
31,RE_ENTRY,SL_HIT,2025-12-26 16:00:00,2025-12-29 02:00:00,short,86830.0,89374.5,100,0.1,8683.0,100.0,-254.45,-259.62,-21808.29,-0.26,0.0,0.0,2544.5,2.93,-4558.39,-382904.76,-4.56,868.3,0.1,5,0.07,0,0.0,5.17,89100.95
32,FIRST_ENTRY,DOUBLE_TOP,2026-01-22 14:00:00,2026-01-23 01:00:00,short,89064.5,89902.0,100,0.1,8906.45,100.0,-83.75,-88.86,-7464.55,-0.09,0.0,0.0,837.5,0.94,-4647.25,-390369.31,-4.65,890.65,0.1,5,0.01,0,0.0,5.11,90215.12
33,RE_ENTRY,SL_HIT,2026-01-23 09:00:00,2026-01-23 16:00:00,short,88949.0,90463.5,100,0.1,8894.9,100.0,-151.45,-156.56,-13150.93,-0.16,0.0,0.0,1514.5,1.7,-4803.81,-403520.25,-4.8,889.49,0.1,5,0.01,0,0.0,5.11,90036.85
34,RE_ENTRY,DOUBLE_TOP,2026-01-25 08:00:00,2026-01-26 14:00:00,short,88263.0,88146.5,100,0.1,8826.3,100.0,11.65,6.51,547.05,0.01,116.5,0.13,0.0,0.0,-4797.3,-402973.2,-4.8,882.63,0.1,5,0.04,0,0.0,5.14,89882.12
35,RE_ENTRY,SL_HIT,2026-01-27 17:00:00,2026-01-27 20:00:00,short,87518.5,89478.5,100,0.1,8751.85,100.0,-196.0,-201.1,-16892.72,-0.2,0.0,0.0,1960.0,2.24,-4998.4,-419865.91,-5.0,875.19,0.1,5,0.0,0,0.0,5.1,88745.92
36,RE_ENTRY,DOUBLE_TOP,2026-01-31 19:00:00,2026-02-01 09:00:00,short,77715.0,79005.0,100,0.1,7771.5,100.0,-129.0,-134.12,-11265.87,-0.13,0.0,0.0,1290.0,1.66,-5132.52,-431131.78,-5.13,777.15,0.1,5,0.02,0,0.0,5.12,84334.81
37,RE_ENTRY,DOUBLE_TOP,2026-02-03 02:00:00,2026-02-04 03:00:00,short,77782.0,76661.5,100,0.1,7778.2,100.0,112.05,106.92,8981.18,0.11,1120.5,1.44,0.0,0.0,-5025.6,-422150.61,-5.03,777.82,0.1,5,0.03,0,0.0,5.13,79158.06
38,RE_ENTRY,DOUBLE_TOP,2026-02-04 17:00:00,2026-02-06 01:00:00,short,72551.0,65672.0,100,0.1,7255.1,100.0,687.9,682.76,57351.84,0.68,6879.0,9.48,0.0,0.0,-4342.84,-364798.77,-4.34,725.51,0.1,5,0.04,0,0.0,5.14,76739.94
39,RE_ENTRY,DOUBLE_TOP,2026-02-10 03:00:00,2026-02-10 17:00:00,short,69479.5,69893.0,100,0.1,6947.95,100.0,-41.35,-46.47,-3903.27,-0.05,0.0,0.0,413.5,0.6,-4389.31,-368702.04,-4.39,694.8,0.1,5,0.02,0,0.0,5.12,70567.19
40,RE_ENTRY,DOUBLE_TOP,2026-02-11 10:00:00,2026-02-11 21:00:00,short,66512.5,67787.5,100,0.1,6651.25,100.0,-127.5,-132.61,-11139.56,-0.13,0.0,0.0,1275.0,1.92,-4521.92,-379841.59,-4.52,665.12,0.1,5,0.01,0,0.0,5.11,69271.75
41,RE_ENTRY,SL_HIT,2026-02-18 19:00:00,2026-02-20 05:00:00,short,66141.5,67996.0,100,0.1,6614.15,100.0,-185.45,-190.59,-16009.77,-0.19,0.0,0.0,1854.5,2.8,-4712.52,-395851.36,-4.71,661.42,0.1,5,0.04,0,0.0,5.14,67780.02
42,RE_ENTRY,DOUBLE_TOP,2026-02-23 01:00:00,2026-02-24 18:00:00,short,64393.0,64401.0,100,0.1,6439.3,100.0,-0.8,-5.95,-499.9,-0.01,0.0,0.0,8.0,0.01,-4718.47,-396351.27,-4.72,643.93,0.1,5,0.05,0,0.0,5.15,68680.37
43,RE_ENTRY,SL_HIT,2026-02-26 07:00:00,2026-02-26 10:00:00,short,67806.0,68696.0,100,0.1,6780.6,100.0,-89.0,-94.1,-7904.72,-0.09,0.0,0.0,890.0,1.31,-4812.57,-404255.99,-4.81,678.06,0.1,5,0.0,0,0.0,5.1,68642.31
44,FIRST_ENTRY,DOUBLE_TOP,2026-03-20 14:00:00,2026-03-23 05:00:00,short,69712.0,68871.5,100,0.1,6971.2,100.0,84.05,78.87,6625.19,0.08,840.5,1.21,0.0,0.0,-4733.7,-397630.8,-4.73,697.12,0.1,5,0.08,0,0.0,5.18,71113.51
45,RE_ENTRY,SL_HIT,2026-03-29 17:00:00,2026-03-30 00:00:00,short,66364.0,67043.5,100,0.1,6636.4,100.0,-67.95,-73.06,-6136.94,-0.07,0.0,0.0,679.5,1.02,-4806.76,-403767.74,-4.81,663.64,0.1,5,0.01,0,0.0,5.11,66887.18
46,RE_ENTRY,SL_HIT,2026-03-30 19:00:00,2026-03-31 01:00:00,short,66524.5,68380.0,100,0.1,6652.45,100.0,-185.55,-190.66,-16015.23,-0.19,0.0,0.0,1855.5,2.79,-4997.42,-419782.97,-5.0,665.25,0.1,5,0.01,0,0.0,5.11,67967.3
47,FIRST_ENTRY,DOUBLE_TOP,2026-05-15 05:00:00,2026-05-19 07:00:00,short,80321.5,77200.5,100,0.1,8032.15,100.0,312.1,306.88,25777.71,0.31,3121.0,3.89,0.0,0.0,-4690.54,-394005.26,-4.69,803.22,0.1,5,0.12,0,0.0,5.22,81592.21
48,RE_ENTRY,SL_HIT,2026-05-19 14:00:00,2026-05-20 06:00:00,short,76366.0,77389.0,100,0.1,7636.6,100.0,-102.3,-107.42,-9023.28,-0.11,0.0,0.0,1023.0,1.34,-4797.96,-403028.54,-4.8,763.66,0.1,5,0.02,0,0.0,5.12,77316.3
49,RE_ENTRY,SL_HIT,2026-05-21 14:00:00,2026-05-21 17:00:00,short,76944.0,78065.0,100,0.1,7694.4,100.0,-112.1,-117.2,-9845.12,-0.12,0.0,0.0,1121.0,1.46,-4915.16,-412873.65,-4.92,769.44,0.1,5,0.0,0,0.0,5.1,78047.4
50,RE_ENTRY,SL_HIT,2026-05-23 07:00:00,2026-05-25 15:00:00,short,74573.5,77880.5,100,0.1,7457.35,100.0,-330.7,-335.87,-28213.08,-0.34,0.0,0.0,3307.0,4.43,-5251.03,-441086.73,-5.25,745.74,0.1,5,0.07,0,0.0,5.17,77857.61
51,RE_ENTRY,DOUBLE_TOP,2026-05-27 04:00:00,2026-05-28 21:00:00,short,75543.0,73804.0,100,0.1,7554.3,100.0,173.9,168.75,14174.9,0.17,1739.0,2.3,0.0,0.0,-5082.28,-426911.84,-5.08,755.43,0.1,5,0.05,0,0.0,5.15,77515.1
52,RE_ENTRY,DOUBLE_TOP,2026-06-01 01:00:00,2026-06-03 05:00:00,short,73264.5,67297.5,100,0.1,7326.45,100.0,596.7,591.54,49688.94,0.59,5967.0,8.14,0.0,0.0,-4490.75,-377222.9,-4.49,732.65,0.1,5,0.07,0,0.0,5.17,74033.88
53,RE_ENTRY,DOUBLE_TOP,2026-06-03 20:00:00,2026-06-05 20:00:00,short,64979.5,61600.0,100,0.1,6497.95,100.0,337.95,332.79,27954.36,0.33,3379.5,5.2,0.0,0.0,-4157.96,-349268.54,-4.16,649.8,0.1,5,0.06,0,0.0,5.16,67367.9
