direction,entry_type,exit_type,entry_dt,entry_px,exit_dt,exit_px,pnl
LONG,BUY_A,OPP_SIGNAL,2025-09-23 06:00:00+00:00,112773,2025-10-04 10:00:00+00:00,122173,922.2527
SHORT,SELL_A,OPP_SIGNAL,2025-10-04 10:00:00+00:00,122173,2025-10-04 22:00:00+00:00,122173,-18.2173
LONG,BUY_A,OPP_SIGNAL,2025-10-04 22:00:00+00:00,122173,2025-10-07 02:00:00+00:00,124373,201.67270000000002
SHORT,SELL_A,OPP_SIGNAL,2025-10-07 02:00:00+00:00,124373,2025-10-08 00:00:00+00:00,121573,261.7027
LONG,BUY_A,OPP_SIGNAL,2025-10-08 00:00:00+00:00,121573,2025-10-09 00:00:00+00:00,123173,141.7627
SHORT,SELL_A,OPP_SIGNAL,2025-10-09 00:00:00+00:00,123173,2025-10-10 10:00:00+00:00,121373,161.77270000000001
LONG,BUY_A,OPP_SIGNAL,2025-10-10 10:00:00+00:00,121373,2025-10-10 20:00:00+00:00,116173,-537.8773000000001
SHORT,SELL_B,OPP_SIGNAL,2025-10-10 20:00:00+00:00,116173,2025-10-12 14:00:00+00:00,111773,422.6027000000001
LONG,BUY_A,OPP_SIGNAL,2025-10-12 14:00:00+00:00,111773,2025-10-13 10:00:00+00:00,114973,302.66270000000003
SHORT,SELL_A,OPP_SIGNAL,2025-10-13 10:00:00+00:00,114973,2025-10-13 12:00:00+00:00,114773,2.512699999999999
LONG,BUY_A,OPP_SIGNAL,2025-10-13 12:00:00+00:00,114773,2025-10-14 00:00:00+00:00,114573,-37.4673
SHORT,SELL_A,OPP_SIGNAL,2025-10-14 00:00:00+00:00,114573,2025-10-16 00:00:00+00:00,110973,342.7227
LONG,BUY_A,OPP_SIGNAL,2025-10-16 00:00:00+00:00,110973,2025-10-17 06:00:00+00:00,108173,-296.95730000000003
SHORT,SELL_B,OPP_SIGNAL,2025-10-17 06:00:00+00:00,108173,2025-10-18 00:00:00+00:00,106973,103.2427
LONG,BUY_A,OPP_SIGNAL,2025-10-18 00:00:00+00:00,106973,2025-10-18 04:00:00+00:00,106773,-36.6873
SHORT,SELL_A,OPP_SIGNAL,2025-10-18 04:00:00+00:00,106773,2025-10-18 10:00:00+00:00,106973,-36.6873
LONG,BUY_A,OPP_SIGNAL,2025-10-18 10:00:00+00:00,106973,2025-10-21 00:00:00+00:00,109973,283.1527
SHORT,SELL_A,OPP_SIGNAL,2025-10-21 00:00:00+00:00,109973,2025-10-21 14:00:00+00:00,111173,-137.0573
LONG,BUY_B,OPP_SIGNAL,2025-10-21 14:00:00+00:00,111173,2025-10-24 14:00:00+00:00,110373,-97.07730000000001
SHORT,SELL_A,OPP_SIGNAL,2025-10-24 14:00:00+00:00,110373,2025-10-26 22:00:00+00:00,114373,-417.2373
LONG,BUY_B,OPP_SIGNAL,2025-10-26 22:00:00+00:00,114373,2025-10-27 18:00:00+00:00,115373,82.51270000000001
SHORT,SELL_A,OPP_SIGNAL,2025-10-27 18:00:00+00:00,115373,2025-10-30 02:00:00+00:00,110573,462.7027
LONG,BUY_A,OPP_SIGNAL,2025-10-30 02:00:00+00:00,110573,2025-10-31 20:00:00+00:00,109573,-117.0073
SHORT,SELL_A,OPP_SIGNAL,2025-10-31 20:00:00+00:00,109573,2025-11-03 16:00:00+00:00,106173,323.2127
LONG,BUY_A,OPP_SIGNAL,2025-11-03 16:00:00+00:00,106173,2025-11-04 04:00:00+00:00,106573,23.3627
SHORT,SELL_A,OPP_SIGNAL,2025-11-04 04:00:00+00:00,106573,2025-11-04 22:00:00+00:00,100973,543.6227
LONG,BUY_A,OPP_SIGNAL,2025-11-04 22:00:00+00:00,100973,2025-11-06 16:00:00+00:00,101973,83.8527
SHORT,SELL_A,OPP_SIGNAL,2025-11-06 16:00:00+00:00,101973,2025-11-07 16:00:00+00:00,101573,23.8227
LONG,BUY_A,OPP_SIGNAL,2025-11-07 16:00:00+00:00,101573,2025-11-11 04:00:00+00:00,105973,423.62270000000007
SHORT,SELL_A,OPP_SIGNAL,2025-11-11 04:00:00+00:00,105973,2025-11-12 08:00:00+00:00,103573,223.5227
LONG,BUY_A,OPP_SIGNAL,2025-11-12 08:00:00+00:00,103573,2025-11-13 18:00:00+00:00,99373,-436.14730000000003
SHORT,SELL_B,OPP_SIGNAL,2025-11-13 18:00:00+00:00,99373,2025-11-15 00:00:00+00:00,95173,404.2727
LONG,BUY_A,OPP_SIGNAL,2025-11-15 00:00:00+00:00,95173,2025-11-15 20:00:00+00:00,95973,64.4427
SHORT,SELL_A,OPP_SIGNAL,2025-11-15 20:00:00+00:00,95973,2025-11-16 06:00:00+00:00,95973,-15.5973
LONG,BUY_A,OPP_SIGNAL,2025-11-16 06:00:00+00:00,95973,2025-11-17 18:00:00+00:00,91973,-415.39730000000003
SHORT,SELL_B,OPP_SIGNAL,2025-11-17 18:00:00+00:00,91973,2025-11-18 08:00:00+00:00,90573,124.87270000000001
LONG,BUY_A,OPP_SIGNAL,2025-11-18 08:00:00+00:00,90573,2025-11-19 14:00:00+00:00,90573,-15.057300000000001
SHORT,SELL_A,OPP_SIGNAL,2025-11-19 14:00:00+00:00,90573,2025-11-19 22:00:00+00:00,90573,-15.057300000000001
LONG,BUY_A,OPP_SIGNAL,2025-11-19 22:00:00+00:00,90573,2025-11-20 16:00:00+00:00,88773,-194.9673
SHORT,SELL_B,OPP_SIGNAL,2025-11-20 16:00:00+00:00,88773,2025-11-24 16:00:00+00:00,86773,185.2227
LONG,BUY_A,OPP_SIGNAL,2025-11-24 16:00:00+00:00,86773,2025-11-25 18:00:00+00:00,87173,25.302699999999998
SHORT,SELL_A,OPP_SIGNAL,2025-11-25 18:00:00+00:00,87173,2025-11-26 00:00:00+00:00,87373,-34.7273
LONG,BUY_A,OPP_SIGNAL,2025-11-26 00:00:00+00:00,87373,2025-11-26 08:00:00+00:00,87173,-34.7273
SHORT,SELL_A,OPP_SIGNAL,2025-11-26 08:00:00+00:00,87173,2025-11-29 20:00:00+00:00,90773,-374.89730000000003
LONG,BUY_A,OPP_SIGNAL,2025-11-29 20:00:00+00:00,90773,2025-12-01 02:00:00+00:00,86973,-394.88730000000004
SHORT,SELL_B,OPP_SIGNAL,2025-12-01 02:00:00+00:00,86973,2025-12-01 18:00:00+00:00,84973,185.4027
LONG,BUY_A,OPP_SIGNAL,2025-12-01 18:00:00+00:00,84973,2025-12-04 10:00:00+00:00,92973,785.1027
SHORT,SELL_A,OPP_SIGNAL,2025-12-04 10:00:00+00:00,92973,2025-12-09 14:00:00+00:00,90773,204.81270000000004
LONG,BUY_A,OPP_SIGNAL,2025-12-09 14:00:00+00:00,90773,2025-12-10 10:00:00+00:00,92573,164.83270000000002
SHORT,SELL_A,OPP_SIGNAL,2025-12-10 10:00:00+00:00,92573,2025-12-10 18:00:00+00:00,92373,4.752699999999999
LONG,BUY_A,OPP_SIGNAL,2025-12-10 18:00:00+00:00,92373,2025-12-12 14:00:00+00:00,91973,-55.2173
SHORT,SELL_B,OPP_SIGNAL,2025-12-12 14:00:00+00:00,91973,2025-12-15 00:00:00+00:00,88773,304.9627
LONG,BUY_A,OPP_SIGNAL,2025-12-15 00:00:00+00:00,88773,2025-12-17 02:00:00+00:00,87373,-154.8073
SHORT,SELL_A,OPP_SIGNAL,2025-12-17 02:00:00+00:00,87373,2025-12-18 12:00:00+00:00,87373,-14.737300000000001
LONG,BUY_A,OPP_SIGNAL,2025-12-18 12:00:00+00:00,87373,2025-12-18 18:00:00+00:00,85573,-194.6473
SHORT,SELL_B,OPP_SIGNAL,2025-12-18 18:00:00+00:00,85573,2025-12-24 12:00:00+00:00,87173,-174.6373
LONG,BUY_A,OPP_SIGNAL,2025-12-24 12:00:00+00:00,87173,2025-12-26 14:00:00+00:00,87573,25.2627
SHORT,SELL_A,OPP_SIGNAL,2025-12-26 14:00:00+00:00,87573,2025-12-29 00:00:00+00:00,88373,-94.79729999999999
LONG,BUY_B,OPP_SIGNAL,2025-12-29 00:00:00+00:00,88373,2025-12-31 14:00:00+00:00,88573,5.152699999999999
SHORT,SELL_A,OPP_SIGNAL,2025-12-31 14:00:00+00:00,88573,2026-01-03 22:00:00+00:00,90573,-214.9573
LONG,BUY_B,OPP_SIGNAL,2026-01-03 22:00:00+00:00,90573,2026-01-05 12:00:00+00:00,92773,204.83270000000002
SHORT,SELL_A,OPP_SIGNAL,2026-01-05 12:00:00+00:00,92773,2026-01-06 20:00:00+00:00,92773,-15.2773
LONG,BUY_A,OPP_SIGNAL,2026-01-06 20:00:00+00:00,92773,2026-01-08 02:00:00+00:00,91173,-175.1973
SHORT,SELL_B,OPP_SIGNAL,2026-01-08 02:00:00+00:00,91173,2026-01-13 04:00:00+00:00,91773,-75.1473
LONG,BUY_A,OPP_SIGNAL,2026-01-13 04:00:00+00:00,91773,2026-01-15 00:00:00+00:00,96573,464.58270000000005
SHORT,SELL_A,OPP_SIGNAL,2026-01-15 00:00:00+00:00,96573,2026-01-21 04:00:00+00:00,89573,684.6927
LONG,BUY_A,OPP_SIGNAL,2026-01-21 04:00:00+00:00,89573,2026-01-21 16:00:00+00:00,88973,-74.9273
SHORT,SELL_A,OPP_SIGNAL,2026-01-21 16:00:00+00:00,88973,2026-01-23 16:00:00+00:00,89773,-94.9373
LONG,BUY_A,OPP_SIGNAL,2026-01-23 16:00:00+00:00,89773,2026-01-28 18:00:00+00:00,89773,-14.9773
SHORT,SELL_A,OPP_SIGNAL,2026-01-28 18:00:00+00:00,89773,2026-01-30 04:00:00+00:00,82773,685.3727
LONG,BUY_A,OPP_SIGNAL,2026-01-30 04:00:00+00:00,82773,2026-01-31 16:00:00+00:00,80373,-254.15730000000002
SHORT,SELL_B,OPP_SIGNAL,2026-01-31 16:00:00+00:00,80373,2026-02-01 08:00:00+00:00,78573,166.0527
LONG,BUY_A,OPP_SIGNAL,2026-02-01 08:00:00+00:00,78573,2026-02-01 12:00:00+00:00,78573,-13.857300000000002
SHORT,SELL_A,OPP_SIGNAL,2026-02-01 12:00:00+00:00,78573,2026-02-02 06:00:00+00:00,76373,206.25270000000003
LONG,BUY_A,OPP_SIGNAL,2026-02-02 06:00:00+00:00,76373,2026-02-03 02:00:00+00:00,78773,226.2427
SHORT,SELL_A,OPP_SIGNAL,2026-02-03 02:00:00+00:00,78773,2026-02-04 00:00:00+00:00,75973,266.2627
LONG,BUY_A,OPP_SIGNAL,2026-02-04 00:00:00+00:00,75973,2026-02-04 08:00:00+00:00,76173,6.3927
SHORT,SELL_A,OPP_SIGNAL,2026-02-04 08:00:00+00:00,76173,2026-02-06 16:00:00+00:00,69773,626.7027
LONG,BUY_B,OPP_SIGNAL,2026-02-06 16:00:00+00:00,69773,2026-02-08 20:00:00+00:00,71173,126.9527
SHORT,SELL_A,OPP_SIGNAL,2026-02-08 20:00:00+00:00,71173,2026-02-11 18:00:00+00:00,66773,427.1027000000001
LONG,BUY_A,OPP_SIGNAL,2026-02-11 18:00:00+00:00,66773,2026-02-15 10:00:00+00:00,70373,347.14270000000005
SHORT,SELL_A,OPP_SIGNAL,2026-02-15 10:00:00+00:00,70373,2026-02-16 08:00:00+00:00,68573,167.0527
LONG,BUY_A,OPP_SIGNAL,2026-02-16 08:00:00+00:00,68573,2026-02-22 12:00:00+00:00,67773,-92.8173
SHORT,SELL_A,OPP_SIGNAL,2026-02-22 12:00:00+00:00,67773,2026-02-25 12:00:00+00:00,65773,187.3227
LONG,BUY_A,OPP_SIGNAL,2026-02-25 12:00:00+00:00,65773,2026-02-26 06:00:00+00:00,68173,227.30270000000002
SHORT,SELL_A,OPP_SIGNAL,2026-02-26 06:00:00+00:00,68173,2026-02-26 08:00:00+00:00,68173,-12.8173
LONG,BUY_A,OPP_SIGNAL,2026-02-26 08:00:00+00:00,68173,2026-03-02 06:00:00+00:00,66173,-212.7173
SHORT,SELL_A,OPP_SIGNAL,2026-03-02 06:00:00+00:00,66173,2026-03-02 14:00:00+00:00,66573,-52.6373
LONG,BUY_A,OPP_SIGNAL,2026-03-02 14:00:00+00:00,66573,2026-03-05 12:00:00+00:00,72573,587.0427
SHORT,SELL_A,OPP_SIGNAL,2026-03-05 12:00:00+00:00,72573,2026-03-06 06:00:00+00:00,70773,166.83270000000002
LONG,BUY_A,OPP_SIGNAL,2026-03-06 06:00:00+00:00,70773,2026-03-08 22:00:00+00:00,66973,-392.88730000000004
SHORT,SELL_B,OPP_SIGNAL,2026-03-08 22:00:00+00:00,66973,2026-03-09 02:00:00+00:00,66373,47.3327
LONG,BUY_A,OPP_SIGNAL,2026-03-09 02:00:00+00:00,66373,2026-03-10 18:00:00+00:00,70773,427.14270000000005
SHORT,SELL_A,OPP_SIGNAL,2026-03-10 18:00:00+00:00,70773,2026-03-12 18:00:00+00:00,70373,26.9427
LONG,BUY_A,OPP_SIGNAL,2026-03-12 18:00:00+00:00,70373,2026-03-13 16:00:00+00:00,71373,86.9127
SHORT,SELL_A,OPP_SIGNAL,2026-03-13 16:00:00+00:00,71373,2026-03-16 02:00:00+00:00,73373,-213.2373
LONG,BUY_B,OPP_SIGNAL,2026-03-16 02:00:00+00:00,73373,2026-03-18 04:00:00+00:00,73973,46.6327
SHORT,SELL_A,OPP_SIGNAL,2026-03-18 04:00:00+00:00,73973,2026-03-20 00:00:00+00:00,70173,366.7927
LONG,BUY_A,OPP_SIGNAL,2026-03-20 00:00:00+00:00,70173,2026-03-20 12:00:00+00:00,70173,-13.017299999999999
SHORT,SELL_A,OPP_SIGNAL,2026-03-20 12:00:00+00:00,70173,2026-03-23 04:00:00+00:00,68373,167.0727
LONG,BUY_A,OPP_SIGNAL,2026-03-23 04:00:00+00:00,68373,2026-03-24 00:00:00+00:00,70573,207.05270000000002
SHORT,SELL_A,OPP_SIGNAL,2026-03-24 00:00:00+00:00,70573,2026-03-24 06:00:00+00:00,70973,-53.0773
LONG,BUY_A,OPP_SIGNAL,2026-03-24 06:00:00+00:00,70973,2026-03-24 12:00:00+00:00,70373,-73.06729999999999
SHORT,SELL_A,OPP_SIGNAL,2026-03-24 12:00:00+00:00,70373,2026-03-28 12:00:00+00:00,66573,367.15270000000004
LONG,BUY_A,OPP_SIGNAL,2026-03-28 12:00:00+00:00,66573,2026-03-29 16:00:00+00:00,66373,-32.6473
SHORT,SELL_A,OPP_SIGNAL,2026-03-29 16:00:00+00:00,66373,2026-03-30 00:00:00+00:00,66573,-32.6473
LONG,BUY_A,OPP_SIGNAL,2026-03-30 00:00:00+00:00,66573,2026-03-31 08:00:00+00:00,66773,7.332700000000001
SHORT,SELL_A,OPP_SIGNAL,2026-03-31 08:00:00+00:00,66773,2026-03-31 16:00:00+00:00,67173,-52.6973
LONG,BUY_A,OPP_SIGNAL,2026-03-31 16:00:00+00:00,67173,2026-04-01 16:00:00+00:00,68373,107.2227
SHORT,SELL_A,OPP_SIGNAL,2026-04-01 16:00:00+00:00,68373,2026-04-05 22:00:00+00:00,68973,-72.8673
LONG,BUY_B,OPP_SIGNAL,2026-04-05 22:00:00+00:00,68973,2026-04-07 10:00:00+00:00,68573,-52.8773
SHORT,SELL_A,OPP_SIGNAL,2026-04-07 10:00:00+00:00,68573,2026-04-07 16:00:00+00:00,68573,-12.857300000000002
LONG,BUY_A,OPP_SIGNAL,2026-04-07 16:00:00+00:00,68573,2026-04-09 10:00:00+00:00,71173,247.0127
SHORT,SELL_A,OPP_SIGNAL,2026-04-09 10:00:00+00:00,71173,2026-04-09 14:00:00+00:00,71173,-13.1173
LONG,BUY_A,OPP_SIGNAL,2026-04-09 14:00:00+00:00,71173,2026-04-11 22:00:00+00:00,73173,186.7827
SHORT,SELL_A,OPP_SIGNAL,2026-04-11 22:00:00+00:00,73173,2026-04-13 22:00:00+00:00,73773,-73.34729999999999
LONG,BUY_B,OPP_SIGNAL,2026-04-13 22:00:00+00:00,73773,2026-04-18 10:00:00+00:00,76373,246.4927
SHORT,SELL_A,OPP_SIGNAL,2026-04-18 10:00:00+00:00,76373,2026-04-20 00:00:00+00:00,74373,186.4627
LONG,BUY_A,OPP_SIGNAL,2026-04-20 00:00:00+00:00,74373,2026-04-21 12:00:00+00:00,76173,166.4727
SHORT,SELL_A,OPP_SIGNAL,2026-04-21 12:00:00+00:00,76173,2026-04-23 22:00:00+00:00,77973,-193.7073
LONG,BUY_A,OPP_SIGNAL,2026-04-23 22:00:00+00:00,77973,2026-04-24 02:00:00+00:00,77773,-33.7873
SHORT,SELL_A,OPP_SIGNAL,2026-04-24 02:00:00+00:00,77773,2026-04-29 02:00:00+00:00,76573,106.2827
LONG,BUY_A,OPP_SIGNAL,2026-04-29 02:00:00+00:00,76573,2026-05-03 22:00:00+00:00,78573,186.24269999999999
SHORT,SELL_A,OPP_SIGNAL,2026-05-03 22:00:00+00:00,78573,2026-05-08 14:00:00+00:00,79973,-153.9273
LONG,BUY_A,OPP_SIGNAL,2026-05-08 14:00:00+00:00,79973,2026-05-11 00:00:00+00:00,81573,145.9227
SHORT,SELL_A,OPP_SIGNAL,2026-05-11 00:00:00+00:00,81573,2026-05-14 04:00:00+00:00,79373,205.95270000000002
LONG,BUY_A,OPP_SIGNAL,2026-05-14 04:00:00+00:00,79373,2026-05-15 12:00:00+00:00,80373,86.01270000000001
SHORT,SELL_A,OPP_SIGNAL,2026-05-15 12:00:00+00:00,80373,2026-05-18 20:00:00+00:00,76973,326.1327
LONG,BUY_A,OPP_SIGNAL,2026-05-18 20:00:00+00:00,76973,2026-05-22 06:00:00+00:00,77373,26.2827
SHORT,SELL_A,OPP_SIGNAL,2026-05-22 06:00:00+00:00,77373,2026-05-24 22:00:00+00:00,76973,26.2827
LONG,BUY_A,OPP_SIGNAL,2026-05-24 22:00:00+00:00,76973,2026-05-26 14:00:00+00:00,76773,-33.6873
SHORT,SELL_A,OPP_SIGNAL,2026-05-26 14:00:00+00:00,76773,2026-05-28 16:00:00+00:00,73173,346.5027
LONG,BUY_A,OPP_SIGNAL,2026-05-28 16:00:00+00:00,73173,2026-06-01 00:00:00+00:00,73373,6.6727
SHORT,SELL_A,OPP_SIGNAL,2026-06-01 00:00:00+00:00,73373,2026-06-01 22:00:00+00:00,71373,186.7627
LONG,BUY_A,OPP_SIGNAL,2026-06-01 22:00:00+00:00,71373,2026-06-03 02:00:00+00:00,66373,-512.8873
SHORT,SELL_B,OPP_SIGNAL,2026-06-03 02:00:00+00:00,66373,2026-06-04 12:00:00+00:00,63373,287.5127
LONG,BUY_A,OPP_SIGNAL,2026-06-04 12:00:00+00:00,63373,2026-06-05 00:00:00+00:00,63373,-12.337299999999999
SHORT,SELL_A,OPP_SIGNAL,2026-06-05 00:00:00+00:00,63373,2026-06-07 00:00:00+00:00,61173,207.77270000000001
LONG,BUY_A,OPP_SIGNAL,2026-06-07 00:00:00+00:00,61173,2026-06-08 18:00:00+00:00,63373,207.77270000000001
SHORT,SELL_A,OPP_SIGNAL,2026-06-08 18:00:00+00:00,63373,2026-06-10 12:00:00+00:00,61573,167.75269999999998
LONG,BUY_A,OPP_SIGNAL,2026-06-10 12:00:00+00:00,61573,2026-06-12 12:00:00+00:00,63373,167.75269999999998
SHORT,SELL_A,OPP_SIGNAL,2026-06-12 12:00:00+00:00,63373,2026-06-19 10:00:00+00:00,62573,67.7027
